lon,lat,x,y,z,difdis,time,ue_idx
116.37727301259282,39.99555959898676,-2173.8721952674223,4383.602226202044,4077.607870819215,4.535385843668941,0.41927146911621094,0
lon,lat,x,y,z,difdis,time,ue_idx
116.12289884427344,39.99350873034709,-2154.4535426723887,4393.341667941277,4077.4334153374302,17.32062810947526,0.46770238876342773,0
lon,lat,x,y,z,difdis,time,ue_idx
116.24780753496869,39.99493943588005,-2163.981044626555,4388.542804527152,4077.555117692253,6.689754816348547,0.16458988189697266,0
lon,lat,x,y,z,difdis,time,ue_idx
116.24665971575398,39.994949300930486,-2163.8928161899053,4388.585523738543,4077.5559568498074,6.786539808890693,0.23933720588684082,0
lon,lat,x,y,z,difdis,time,ue_idx
116.24142751394882,39.995184690923196,-2163.484617767328,4388.768043112758,4077.5759799547473,7.225277243796964,0.23289847373962402,0
lon,lat,x,y,z,difdis,time,ue_idx
116.25292524836952,39.99493699281476,-2164.373101921537,4388.349654543734,4077.5549098760953,6.2579580098442795,0.17047882080078125,0
lon,lat,x,y,z,difdis,time,ue_idx
116.24892058038652,39.99495411359266,-2164.0658341362673,4388.499826089483,4077.5563662325494,6.595530305128268,0.13736343383789062,0
lon,lat,x,y,z,difdis,time,ue_idx
116.2470205010418,39.994945929401894,-2163.920556998589,4388.57211365264,4077.5556700551715,6.756118703221737,0.5818076133728027,0
lon,lat,x,y,z,difdis,time,ue_idx
116.25178279643951,39.9948685631401,-2164.2877598012396,4388.397190030407,4077.5490889922244,6.355493673631324,0.2159113883972168,0
lon,lat,x,y,z,difdis,time,ue_idx
116.2447306317788,39.994984524863646,-2163.74394467622,4388.65612247567,4077.558953126427,6.948984030349922,0.13390040397644043,0
lon,lat,x,y,z,difdis,time,ue_idx
116.30960273724286,39.99072936696309,-2168.8461180817676,4386.475647818648,4077.1969827779894,1.5531279625838312,0.1216423511505127,0
lon,lat,x,y,z,difdis,time,ue_idx
116.44511335692283,39.96454055408113,-2180.0465371809837,4383.0066026106415,4074.968707995304,10.72999445178576,0.10651326179504395,0
