x,y,z,vx,vy,vz,delay,freq,doppler
-1597.8384583764296,4690.194728898944,5155.4158465017235,1.4325866062515786,-5.183385872751012,5.145977181019135,4.193,1620920147,-20620
-1506.5538099033424,4356.353659608641,5465.640752621885,1.4888777782112528,-5.502674953553754,4.784054156513055,5.133,1620920147,-27340
-1430.9246037063515,4074.430263116246,5697.867926226587,1.5274685017302783,-5.742499193913028,4.478826017157484,6.029,1620920147,-30390
-1338.3149829098625,3722.6655848634514,5954.62709760427,1.5658670252295943,-6.008618404285701,4.098473750875086,7.199,1620920147,-32470
-1615.772076162995,5798.496619779022,3863.6512637085134,0.9679792251774342,-3.915325949470818,6.260520815763147,5.109,1620920147,22380
-1555.2387653208182,5550.4921633826925,4233.787292436512,1.0355505206519604,-4.295486132340787,5.993590669757499,4.422,1620920147,14000
-1486.3026408204973,5260.6790672687885,4610.6454878869845,1.0995988233362326,-4.683498165645233,5.682070879087469,4.109,1620920147,1370
-1383.5182400369724,4814.657442785066,5102.3256656843405,1.1748750265559493,-5.191318873845502,5.203407213172317,4.544,1620920147,-16040
